StudentID,Gender,ParentalBackground,ExtracurricularActivities,PreviousGPA,Attendance,SelfStudy,StudyHours,CurrentGPA
7300770,Male,Doctorate,Yes,2.37,92.03,Yes,14,2.12
15726325,Male,Bachelor's,Yes,2.83,86.78,No,23,2.41
8955915,Female,Bachelor's,No,2.98,76.73,No,25,3.82
8019900,Male,Master's,Yes,2.36,92.11,Yes,16,2.04
10566711,Female,Doctorate,No,3.65,81.44,No,13,3.93
523561,Male,High School,No,2.76,99.56,No,25,2.4
10795455,Male,Master's,Yes,3.59,79.41,No,8,3.35
4320022,Male,Associate's,Yes,2.37,76.69,Yes,9,3.23
15139984,Male,Bachelor's,Yes,2.29,80.36,No,23,2.41
6320376,Male,Doctorate,Yes,3.15,89.96,No,21,3.65
2287749,Male,Bachelor's,Yes,2.85,91.23,Yes,17,2.96
16282378,Male,Associate's,No,3.32,89.66,Yes,19,2.78
901337,Female,Doctorate,No,3.9,81.28,No,16,3.22
9538809,Male,Bachelor's,No,2.76,76.95,Yes,13,2.25
13669125,Male,Bachelor's,No,3.23,94.11,Yes,19,3.3
12962783,Female,Doctorate,Yes,2.85,78.53,No,9,3.14
6229427,Male,Associate's,No,3.61,83.41,Yes,22,3.84
16625062,Female,Doctorate,No,2.05,89.55,No,25,1.81
14247758,Male,Master's,Yes,2.6,83.15,No,13,2.27
1370751,Female,High School,No,3.8,96.24,Yes,11,3.71
8883956,Male,Master's,Yes,2.95,81.08,No,15,3.22
7807206,Female,Doctorate,Yes,3.18,84.33,Yes,16,3.34
12132521,Male,Master's,Yes,2.94,95.23,No,24,2.6
985755,Male,High School,No,2.62,85.81,No,23,3.41
2286556,Male,Bachelor's,No,2.06,96.99,No,13,2.66
8950173,Male,Bachelor's,No,2.95,87.46,No,13,2.42
14934548,Male,High School,Yes,2.81,76.6,No,12,3.1
10048494,Female,High School,No,2.08,77.52,Yes,11,1.81
5157294,Male,Doctorate,Yes,2.91,83.5,No,7,2.61
11755805,Male,Bachelor's,Yes,2.05,92.94,Yes,20,1.9
12357548,Female,Master's,Yes,2.23,96.48,No,25,2.17
10839096,Female,Bachelor's,No,3.69,89.14,No,13,3.08
14326475,Male,High School,No,3.55,98.9,Yes,21,3.43
6339016,Male,Bachelor's,No,3.64,92.96,Yes,6,3.78
6193286,Male,Doctorate,No,2.72,76.41,Yes,22,2.87
16406408,Male,Bachelor's,Yes,2.59,86.44,No,21,3.65
7167472,Female,Doctorate,Yes,2.83,80.63,Yes,17,3.15
2183699,Male,Doctorate,No,3.07,87.76,Yes,23,2.87
15987937,Female,High School,Yes,3.02,95.12,Yes,6,3.2
16028409,Female,Bachelor's,Yes,2.95,82.23,Yes,22,3.07
5011860,Female,Associate's,No,2.27,75.47,Yes,14,2.73
440658,Male,Associate's,No,3.03,93.45,No,7,3.2
8537598,Male,Doctorate,Yes,3.54,97.53,Yes,6,3.05
2168759,Male,Master's,No,3.47,96.75,Yes,10,3.76
12129977,Male,High School,No,2.22,98.38,No,8,2.48
4728028,Female,Associate's,No,2.51,96.42,No,25,2.23
12420430,Male,Master's,No,2.41,90.15,Yes,10,3.39
9137683,Female,Associate's,No,3.17,92.09,No,17,2.58
432907,Male,Associate's,Yes,3.13,95.76,No,22,3.17
13542963,Female,Associate's,No,2.07,79.44,Yes,14,1.84
15767860,Male,Doctorate,No,3.13,97.98,Yes,23,3.48
8121904,Female,High School,Yes,3.59,92.43,No,8,2.27
10870777,Male,Master's,Yes,3.2,92.8,No,14,3.47
352601,Female,Associate's,Yes,3.86,81.24,Yes,25,4.0
9639182,Female,Master's,No,2.71,84.75,No,14,2.99
15149335,Female,Master's,No,3.88,93.14,Yes,16,3.89
1765581,Male,Bachelor's,Yes,2.0,93.27,Yes,8,1.67
2410073,Female,Master's,Yes,3.49,96.91,Yes,6,3.4
4057295,Female,Doctorate,No,2.13,99.67,Yes,19,1.9
7190509,Female,Doctorate,Yes,2.17,78.89,Yes,7,2.36
5827203,Female,Master's,Yes,3.77,89.66,No,24,3.92
8387339,Male,Associate's,Yes,2.03,98.39,No,18,1.79
14224956,Female,Doctorate,No,2.63,94.73,No,17,2.25
1513330,Male,Master's,No,2.8,90.47,No,11,3.29
14528369,Male,Doctorate,Yes,3.25,88.97,No,9,3.08
3777371,Male,Master's,Yes,2.65,77.21,No,15,1.93
9181480,Male,Master's,No,2.62,87.86,Yes,22,2.88
3784196,Female,Associate's,No,2.17,99.13,No,12,2.92
12492054,Male,Associate's,Yes,3.0,86.78,Yes,15,3.16
5955509,Male,Doctorate,Yes,2.16,88.07,Yes,12,1.8
2085029,Female,Bachelor's,Yes,2.27,88.82,Yes,11,2.29
3423624,Female,Bachelor's,Yes,2.75,91.91,Yes,20,3.4
12831633,Female,Bachelor's,No,2.71,93.45,Yes,10,3.63
14663872,Female,Doctorate,Yes,2.15,85.73,Yes,16,2.16
5276885,Female,High School,Yes,2.89,82.72,No,25,2.88
2410884,Male,Bachelor's,Yes,3.97,76.55,Yes,11,3.83
8920227,Female,High School,Yes,3.28,97.03,Yes,13,3.65
7419151,Male,Doctorate,Yes,3.79,80.8,No,8,3.72
12832967,Female,Bachelor's,No,2.28,93.03,Yes,6,1.86
12674590,Male,High School,No,2.91,96.74,Yes,24,2.36
15120301,Male,Doctorate,No,2.68,84.65,No,23,2.08
5619168,Female,Doctorate,Yes,3.68,90.98,Yes,13,3.37
3217451,Male,High School,Yes,3.34,81.39,No,25,3.24
15850395,Female,Doctorate,No,3.59,86.44,No,17,3.9
13505502,Female,Bachelor's,No,2.41,93.44,No,11,2.76
6668697,Female,Bachelor's,No,2.54,87.5,No,24,2.31
853404,Male,Bachelor's,Yes,3.71,85.15,Yes,6,3.65
12783561,Female,High School,No,2.54,87.28,Yes,13,3.65
5745163,Female,Doctorate,Yes,2.56,88.15,Yes,24,2.87
14783063,Female,Associate's,Yes,3.1,98.93,Yes,9,2.23
5985274,Male,Bachelor's,No,3.04,91.41,No,15,3.14
5560977,Male,High School,No,3.09,87.86,No,22,2.78
1486855,Male,Doctorate,Yes,3.0,81.52,Yes,10,2.72
15868996,Male,Bachelor's,Yes,2.89,90.13,Yes,14,3.54
3807769,Female,Bachelor's,No,3.69,82.47,No,25,3.21
2822456,Female,Bachelor's,Yes,3.56,97.27,Yes,15,2.8
8208790,Male,Doctorate,No,3.49,84.99,No,21,3.43
13728619,Female,Associate's,Yes,2.28,85.27,No,21,1.92
10856574,Female,Doctorate,Yes,2.31,75.53,Yes,12,3.4
9331305,Male,Bachelor's,Yes,3.98,85.25,No,10,3.98
10637901,Male,Doctorate,Yes,2.62,76.77,No,11,3.03
1587484,Male,Master's,No,2.53,93.81,No,7,3.93
9892459,Female,Doctorate,No,3.86,75.05,No,13,3.98
6032507,Female,High School,No,2.39,80.36,No,6,3.3
15108905,Female,Bachelor's,Yes,3.22,94.34,No,10,3.32
13717959,Female,High School,No,2.14,80.16,Yes,11,2.22
5120391,Female,Bachelor's,No,2.21,82.41,Yes,23,2.08
7115697,Male,Bachelor's,No,3.26,82.84,Yes,24,3.84
236844,Female,Associate's,No,2.17,97.46,Yes,13,2.44
10933264,Female,Doctorate,No,3.01,75.65,No,20,3.24
10306009,Male,Bachelor's,No,3.27,99.84,No,24,3.59
827885,Male,Bachelor's,Yes,2.86,92.36,Yes,11,3.55
4874200,Male,Doctorate,No,3.14,90.13,Yes,24,2.92
9384517,Male,High School,No,2.96,81.25,No,7,2.85
5377839,Female,Associate's,No,3.18,97.06,Yes,14,3.64
7520053,Female,Master's,No,2.81,88.87,No,12,3.09
1798206,Female,Master's,No,2.69,83.24,No,15,3.09
8782348,Male,Doctorate,Yes,2.02,89.11,No,17,1.79
491894,Female,Bachelor's,Yes,2.81,97.39,No,17,2.24
5046059,Male,Associate's,Yes,2.39,99.4,Yes,6,2.02
15734140,Male,High School,Yes,2.76,89.44,Yes,7,2.76
7974535,Male,High School,No,3.32,76.32,No,10,3.77
8156634,Female,Associate's,No,3.91,79.34,Yes,7,3.98
3661176,Male,Associate's,Yes,3.95,75.47,No,7,3.93
12441781,Female,High School,Yes,3.76,89.96,Yes,24,3.7
12622219,Male,Associate's,Yes,3.7,80.13,No,12,3.98
4576791,Female,Master's,No,3.21,76.06,Yes,16,3.45
9509162,Male,High School,Yes,2.69,85.0,Yes,10,2.49
4560062,Female,High School,Yes,3.73,91.49,No,16,3.76
6459745,Male,Doctorate,No,3.76,88.09,Yes,10,3.89
5719783,Male,Master's,Yes,2.28,87.73,Yes,6,1.86
171728,Female,Associate's,No,2.27,90.13,No,19,2.84
2864991,Male,Doctorate,Yes,2.02,88.59,Yes,25,2.1
9252598,Female,High School,Yes,2.75,80.7,Yes,23,3.7
12798028,Male,Associate's,No,3.73,79.13,Yes,25,3.19
9291150,Male,Bachelor's,No,3.07,81.92,Yes,24,3.1
5142583,Female,Associate's,No,2.39,76.92,No,20,3.4
11372956,Female,Associate's,Yes,3.18,83.83,No,9,2.85
4398615,Male,High School,Yes,2.96,95.01,Yes,6,2.72
15206208,Female,Doctorate,Yes,2.29,93.2,Yes,24,2.62
855337,Female,High School,No,3.31,82.29,Yes,24,3.38
4344199,Female,Bachelor's,No,2.25,88.1,No,11,2.31
15758233,Female,High School,Yes,3.97,92.79,Yes,23,3.95
14093565,Female,Associate's,No,3.73,97.34,Yes,25,3.93
931147,Male,Bachelor's,No,3.89,82.73,No,17,3.36
1643061,Female,Doctorate,No,3.84,77.76,Yes,24,3.86
2153000,Female,Bachelor's,Yes,2.12,81.5,Yes,22,1.82
8274628,Male,Doctorate,Yes,3.26,76.1,No,17,2.31
10338053,Male,Bachelor's,Yes,3.68,86.69,Yes,11,3.43
11239693,Female,Doctorate,No,3.1,93.62,Yes,17,2.53
13568884,Male,Bachelor's,No,2.86,85.36,No,25,3.1
11052296,Male,High School,No,2.26,81.86,Yes,22,1.94
8938956,Male,Bachelor's,No,3.68,89.46,No,15,3.56
14203372,Male,Master's,Yes,3.26,75.93,No,21,3.11
211695,Female,High School,Yes,2.41,76.82,Yes,12,2.77
1173302,Male,Doctorate,Yes,2.04,83.29,Yes,11,2.7
1858271,Male,Bachelor's,No,2.06,93.13,No,10,1.76
7323485,Female,Master's,Yes,3.93,97.15,No,7,3.34
15697080,Female,Doctorate,Yes,2.82,77.77,Yes,24,3.33
11830875,Male,Master's,Yes,2.24,75.37,Yes,14,2.58
9634345,Female,Associate's,Yes,3.39,81.95,Yes,15,3.35
597143,Female,Associate's,No,3.86,98.51,No,7,3.9
2358881,Female,Doctorate,No,2.6,79.61,No,23,3.32
3026991,Male,Bachelor's,Yes,3.66,82.89,No,11,3.8
5096703,Male,Associate's,No,2.33,77.55,No,23,2.68
2829767,Female,High School,Yes,3.07,76.86,No,10,3.89
4447876,Male,Doctorate,No,3.25,87.71,No,9,3.02
10644102,Male,High School,Yes,3.82,76.61,Yes,21,4.0
10296704,Female,Associate's,No,3.0,99.56,No,20,2.9
7053533,Male,Associate's,No,2.85,93.82,No,21,2.81
13985897,Male,High School,No,3.95,86.79,Yes,23,3.9
10153689,Male,Doctorate,No,3.83,80.53,No,22,3.6
8823466,Female,Doctorate,No,3.86,91.51,No,11,3.68
15012190,Female,Doctorate,Yes,2.19,83.07,No,25,2.22
724095,Female,Bachelor's,Yes,3.76,84.28,No,23,3.07
3595023,Female,Doctorate,No,3.79,83.67,No,18,3.75
5922489,Female,Associate's,No,3.82,77.55,No,7,4.0
10517226,Female,Bachelor's,Yes,3.77,93.57,Yes,21,3.7
16648601,Female,Master's,No,2.38,83.1,No,9,1.87
14499373,Female,High School,Yes,2.44,93.81,Yes,8,3.42
1489977,Male,Master's,Yes,3.26,92.61,Yes,9,3.65
12836117,Female,Bachelor's,No,3.75,76.87,Yes,9,2.21
14112871,Male,Associate's,No,3.69,96.99,No,23,3.87
5191627,Female,Master's,Yes,2.57,87.03,Yes,23,2.19
449774,Female,Doctorate,No,3.1,84.99,No,23,3.86
1536540,Female,Doctorate,No,3.99,87.17,No,23,3.88
10699463,Female,Doctorate,No,3.01,97.07,No,16,2.41
11292953,Male,Doctorate,No,3.21,90.47,No,17,3.37
14429527,Female,Associate's,No,3.07,88.49,No,10,2.24
6959841,Male,Master's,No,2.61,78.98,Yes,21,2.98
9059120,Male,Master's,No,2.07,88.41,Yes,25,1.7
4897606,Female,Associate's,Yes,2.55,98.88,Yes,13,2.31
6585106,Male,High School,Yes,3.14,80.72,No,23,2.72
2544062,Male,Master's,No,3.59,79.21,No,14,3.67
16126791,Male,Master's,Yes,2.93,85.85,Yes,13,3.4
9269565,Male,Master's,Yes,3.12,75.07,No,23,2.59
6761179,Female,Master's,Yes,2.39,80.19,Yes,15,2.57
1624095,Male,Associate's,Yes,2.74,86.35,Yes,22,2.65
3810114,Female,Master's,No,3.5,84.54,Yes,17,3.58
16421430,Female,Doctorate,No,3.32,87.32,No,21,3.68
486829,Female,High School,No,3.89,92.84,Yes,8,3.97
264098,Male,Doctorate,No,2.35,87.39,Yes,5,2.02
13090725,Female,Associate's,Yes,2.13,86.53,No,7,2.13
14627574,Female,Bachelor's,Yes,2.29,97.25,Yes,16,2.33
16553228,Male,Associate's,Yes,3.7,85.08,No,19,3.63
11888962,Male,High School,No,2.43,87.18,No,17,3.03
16418476,Male,Bachelor's,No,3.9,91.07,No,5,3.99
7098957,Female,Associate's,Yes,2.24,82.1,No,22,2.82
1922404,Female,Associate's,No,3.27,77.38,Yes,23,2.98
5912497,Female,Bachelor's,No,3.88,82.98,No,25,3.65
10716003,Female,Associate's,No,3.48,83.69,No,10,3.68
6055335,Female,Bachelor's,Yes,2.66,91.52,No,21,3.08
6406886,Female,High School,Yes,2.17,99.46,Yes,5,2.09
15065989,Male,Associate's,No,2.2,81.75,No,22,2.55
99145,Male,Associate's,No,2.95,94.62,Yes,7,3.41
4417892,Male,Master's,No,3.96,89.56,No,10,3.97
13200,Female,High School,Yes,3.72,89.9,Yes,12,3.4
2176821,Male,Doctorate,Yes,3.23,77.36,Yes,6,3.82
8384285,Female,High School,Yes,3.71,92.99,Yes,8,2.38
3477421,Female,Associate's,No,3.49,86.13,Yes,25,3.89
14416198,Male,Doctorate,No,3.2,92.67,Yes,24,3.94
4016232,Female,Bachelor's,No,2.56,87.81,No,6,3.14
13317644,Female,Associate's,Yes,3.34,96.55,No,13,3.61
2242876,Female,Master's,No,3.99,83.99,No,9,3.89
6763958,Male,Doctorate,No,3.56,94.04,No,22,3.96
5446973,Male,Associate's,No,2.51,94.02,No,19,3.73
13712241,Male,Bachelor's,Yes,2.4,94.82,Yes,6,2.5
9465565,Male,Master's,Yes,3.56,93.34,Yes,15,3.32
1790662,Male,Master's,Yes,3.24,76.2,No,13,2.92
5264605,Female,Doctorate,Yes,3.49,81.29,No,11,3.51
10243827,Female,Associate's,No,2.3,87.4,Yes,12,2.49
8191450,Male,Bachelor's,No,3.64,94.46,No,10,3.98
16751368,Male,Master's,Yes,2.63,78.75,No,23,2.99
10870831,Male,Bachelor's,Yes,2.01,90.27,No,21,1.71
3454021,Male,Doctorate,Yes,3.77,94.24,No,16,3.95
13167359,Male,Master's,Yes,2.82,93.95,Yes,8,2.94
9332524,Female,Associate's,No,3.35,75.72,No,7,3.6
575291,Male,Doctorate,Yes,3.53,80.74,No,11,3.56
9445608,Male,Master's,No,3.71,93.67,No,20,3.59
15316937,Female,High School,No,3.98,78.51,Yes,20,4.0
5545066,Female,Bachelor's,Yes,2.17,86.09,Yes,7,3.32
11659035,Male,Doctorate,No,2.33,87.73,No,17,1.9
6099978,Female,High School,Yes,2.73,78.34,No,7,2.75
1863837,Female,High School,Yes,3.68,93.61,No,6,3.93
12375498,Female,Associate's,No,3.11,98.31,No,19,2.91
2942923,Male,High School,Yes,3.16,95.76,Yes,6,2.48
2761268,Male,Bachelor's,No,3.91,87.82,Yes,20,3.75
5736313,Male,Associate's,No,3.36,93.16,No,14,2.9
10087952,Male,Bachelor's,Yes,3.79,87.09,No,6,3.96
8475680,Female,Master's,Yes,3.52,79.73,No,16,3.78
8423227,Male,Associate's,Yes,3.92,84.16,Yes,22,3.96
12119713,Female,Master's,Yes,2.91,88.4,Yes,11,2.94
2938091,Female,Doctorate,Yes,2.28,85.55,No,22,2.07
12991387,Female,Associate's,No,2.14,86.8,No,19,1.93
1896089,Female,High School,Yes,2.17,84.05,No,25,1.99
15482911,Male,Bachelor's,No,2.05,97.55,No,24,2.2
578818,Male,Bachelor's,No,2.3,86.19,Yes,19,3.02
4939932,Male,Doctorate,No,3.71,97.16,Yes,19,3.09
5975537,Male,High School,No,2.47,92.28,Yes,8,2.04
859770,Female,Doctorate,Yes,2.76,81.58,Yes,21,2.87
8699069,Female,Doctorate,No,3.02,80.1,No,9,2.75
3834553,Female,High School,No,2.97,92.82,No,6,2.73
12808442,Male,High School,No,2.67,97.44,No,18,2.99
11428740,Female,Bachelor's,No,2.9,81.04,No,25,3.33
15310552,Male,Master's,Yes,2.63,92.63,Yes,11,3.06
2122185,Female,Doctorate,Yes,3.25,94.46,Yes,19,2.55
13972978,Female,Associate's,Yes,3.62,84.6,No,22,3.49
8792317,Female,High School,No,3.16,76.03,No,24,2.88
7261644,Male,Bachelor's,No,3.6,86.26,No,14,3.19
141547,Male,Doctorate,Yes,3.1,84.4,No,15,3.35
9257950,Male,Doctorate,No,2.22,78.33,No,15,1.95
1997845,Male,High School,Yes,2.95,86.67,Yes,13,2.45
9782065,Female,Doctorate,Yes,2.34,92.88,Yes,24,2.34
9901149,Female,Bachelor's,No,3.18,84.66,Yes,25,3.27
5016860,Female,Doctorate,Yes,2.94,98.33,No,14,3.73
2347556,Male,Doctorate,No,3.63,81.46,Yes,8,3.89
7957987,Female,Bachelor's,Yes,2.35,89.59,Yes,18,2.33
15381490,Female,High School,No,2.47,81.35,No,13,3.76
4507951,Male,Doctorate,Yes,3.3,80.66,No,23,3.88
9911016,Female,Associate's,Yes,2.3,83.0,Yes,23,2.6
377494,Male,High School,Yes,2.33,88.86,Yes,8,2.82
6738399,Female,Doctorate,No,2.16,81.38,No,18,1.84
8579709,Male,Master's,Yes,3.6,90.05,Yes,14,3.93
6638604,Female,Associate's,Yes,3.73,85.05,Yes,16,2.84
7006819,Female,Master's,No,3.14,87.31,Yes,15,2.75
488169,Male,Doctorate,No,3.43,75.42,Yes,21,3.71
10027078,Male,Bachelor's,Yes,3.19,83.45,Yes,19,3.86
15767856,Female,High School,No,2.69,78.31,Yes,24,2.17
13704754,Female,Associate's,Yes,3.66,79.56,No,24,3.55
9351916,Female,Bachelor's,Yes,2.74,99.98,Yes,16,3.17
16531905,Female,Master's,No,2.84,87.92,Yes,20,2.9
1449383,Female,Bachelor's,No,2.47,85.0,Yes,7,2.37
10107817,Male,Doctorate,Yes,2.3,79.36,Yes,19,2.33
128060,Female,High School,Yes,2.47,86.61,No,11,2.0
13582741,Male,Associate's,No,2.75,95.51,No,22,2.66
4524704,Female,Associate's,No,3.57,76.44,Yes,22,3.81
1311000,Female,Associate's,No,3.13,92.37,Yes,18,2.94
6142967,Female,High School,No,3.71,99.42,No,16,3.42
3119901,Female,Associate's,Yes,2.94,90.78,Yes,18,2.67
9021645,Male,Bachelor's,No,3.7,93.11,No,22,3.4
7810301,Male,Associate's,No,2.4,88.25,No,21,2.91
11238628,Male,Doctorate,No,3.8,80.3,Yes,15,3.93
5063177,Female,High School,No,2.04,87.99,No,24,2.35
5394509,Male,High School,No,3.21,88.36,No,22,3.03
757584,Male,Master's,No,3.05,79.68,Yes,9,2.9
11111062,Male,High School,Yes,3.04,91.67,Yes,14,3.06
16562235,Male,Doctorate,No,2.3,75.25,Yes,14,2.6
7782915,Female,Master's,Yes,3.89,97.99,Yes,15,3.99
8487586,Female,High School,No,3.68,75.54,No,6,3.92
11940005,Female,Master's,No,3.37,90.69,No,25,3.43
1846420,Female,Bachelor's,Yes,2.46,94.33,No,25,1.96
4221932,Female,High School,Yes,2.34,98.37,No,14,3.22
3410324,Female,Bachelor's,No,2.42,84.57,Yes,15,2.59
3305390,Female,Bachelor's,Yes,2.54,90.65,No,7,2.57
16230479,Female,High School,Yes,3.09,98.65,No,9,2.22
94885,Male,Master's,No,2.39,87.33,Yes,15,3.24
12293526,Male,High School,Yes,2.27,93.22,Yes,12,3.0
9271736,Male,Doctorate,No,2.91,88.61,No,16,3.61
7279978,Male,Associate's,Yes,2.7,88.8,Yes,8,2.16
9705943,Female,High School,Yes,3.9,84.67,No,12,3.85
13944059,Male,Bachelor's,No,2.49,80.83,Yes,17,2.85
16111200,Female,Associate's,Yes,3.53,87.2,Yes,22,3.13
4307931,Female,High School,Yes,3.06,92.16,Yes,14,3.33
14150050,Male,Master's,No,2.02,98.5,No,6,2.26
12954263,Female,Bachelor's,Yes,3.96,91.28,Yes,20,3.99
997275,Female,High School,No,2.85,78.78,No,15,2.53
15705361,Male,Doctorate,No,3.79,91.12,Yes,23,3.0
2709678,Male,Doctorate,No,2.85,88.82,No,20,2.87
2769914,Female,Doctorate,Yes,3.76,87.84,No,7,3.46
11696846,Male,Master's,Yes,3.53,91.63,Yes,18,2.82
9649437,Female,Master's,No,2.33,85.81,No,20,2.6
9773372,Male,Bachelor's,Yes,2.29,81.22,Yes,8,2.43
2805110,Female,High School,No,3.89,98.4,No,14,3.44
11731207,Male,High School,Yes,2.91,78.3,No,25,3.51
3314857,Male,Doctorate,No,2.01,81.85,No,23,1.73
9852061,Male,Associate's,No,2.1,98.28,No,9,2.1
357299,Female,Associate's,No,2.25,91.37,Yes,6,2.32
290344,Male,Associate's,No,2.98,76.03,No,22,3.08
3356731,Male,High School,Yes,2.1,86.69,No,9,2.11
15305672,Male,Associate's,Yes,2.4,97.22,Yes,7,3.23
3870537,Male,Associate's,No,3.45,92.45,Yes,22,3.06
2957933,Female,High School,No,3.93,90.81,No,17,3.5
581467,Male,Master's,No,2.63,78.77,Yes,14,3.14
5298316,Male,High School,Yes,2.4,89.16,Yes,19,3.18
10455591,Male,High School,No,2.74,87.31,Yes,19,3.25
8757957,Male,Master's,Yes,3.37,78.32,Yes,6,3.29
15083620,Female,Associate's,Yes,3.84,82.92,Yes,24,3.33
3203599,Male,High School,Yes,2.9,82.02,No,6,2.47
5167674,Male,Associate's,Yes,3.53,80.72,Yes,13,3.84
3247068,Male,Bachelor's,No,3.68,98.39,No,12,3.49
1294596,Male,Associate's,No,2.16,92.64,No,10,3.23
3401879,Female,Master's,No,2.12,92.78,Yes,9,2.08
5949336,Male,Master's,No,2.93,80.42,Yes,7,2.95
4826902,Female,Bachelor's,No,2.14,86.83,Yes,21,1.81
12845031,Female,Bachelor's,Yes,2.27,91.32,Yes,25,1.84
8236196,Male,Master's,No,3.38,99.13,Yes,18,3.08
10424628,Female,Doctorate,No,2.89,93.4,Yes,21,3.69
9641780,Male,Associate's,Yes,2.05,85.94,No,17,2.65
7047146,Male,Associate's,No,3.29,82.49,No,23,3.52
12699019,Female,Bachelor's,Yes,3.25,81.07,No,21,3.67
15476858,Female,Associate's,Yes,3.03,96.54,No,11,3.3
15923979,Male,Master's,Yes,2.19,81.93,No,10,1.85
6697289,Male,Doctorate,No,3.4,80.76,No,7,3.96
2554444,Male,Doctorate,No,2.52,98.31,No,25,2.39
15297125,Female,Associate's,Yes,2.97,82.88,Yes,6,2.17
13255914,Male,Associate's,No,2.01,94.08,Yes,20,1.67
1036320,Male,Master's,Yes,2.74,75.5,Yes,21,2.58
6489411,Female,High School,No,2.4,76.45,Yes,13,1.99
2803248,Male,High School,No,2.21,91.57,Yes,12,2.33
7365155,Female,High School,No,2.49,94.18,No,16,2.88
12682016,Female,High School,No,3.08,87.35,Yes,12,2.73
5176817,Female,Associate's,Yes,2.16,82.12,Yes,7,2.59
16765796,Male,High School,No,3.19,93.01,Yes,7,3.79
14713752,Female,High School,No,3.22,92.01,Yes,14,3.98
16070583,Female,Doctorate,No,3.33,80.12,Yes,25,3.54
2252738,Female,High School,No,2.56,82.79,No,19,3.42
8544680,Male,Bachelor's,No,2.23,89.21,No,20,2.05
8235065,Female,Master's,Yes,3.89,82.38,No,18,3.58
16475702,Male,Doctorate,Yes,3.61,90.23,No,24,3.53
4218310,Male,Master's,Yes,3.34,80.66,Yes,9,3.28
6145645,Female,Doctorate,Yes,2.44,99.52,Yes,6,3.18
11686416,Female,Bachelor's,No,3.63,77.37,No,13,1.92
1306386,Female,High School,Yes,3.52,89.48,Yes,13,3.57
16528788,Female,Master's,Yes,3.91,85.58,Yes,24,4.0
4825292,Female,High School,No,3.19,84.07,No,16,3.68
13205659,Female,Associate's,No,2.7,75.69,Yes,25,2.48
6063074,Female,High School,Yes,3.33,94.48,Yes,17,2.12
15522506,Male,High School,No,3.84,78.55,No,6,3.79
16147602,Female,High School,No,3.99,76.67,No,13,3.9
16486914,Female,Bachelor's,No,2.98,83.7,Yes,24,1.75
7895595,Female,Master's,Yes,2.38,94.7,No,18,2.73
5122386,Female,Doctorate,Yes,2.91,75.21,No,24,3.14
15162458,Female,Associate's,Yes,3.89,78.6,Yes,20,3.89
1571342,Female,High School,No,2.56,95.21,Yes,13,3.67
13804533,Female,Bachelor's,Yes,2.82,91.58,Yes,20,2.7
4016010,Female,Bachelor's,Yes,3.42,91.46,No,23,3.87
8570523,Female,High School,No,2.83,76.41,Yes,23,2.53
14444444,Male,Master's,No,3.58,82.42,No,16,3.82
7388968,Female,Associate's,Yes,3.24,96.58,No,7,3.04
11245926,Female,Bachelor's,No,3.46,86.44,Yes,8,2.6
14877228,Female,Bachelor's,No,2.78,76.25,Yes,15,3.41
8061115,Male,Bachelor's,No,3.47,84.15,Yes,17,3.67
8081923,Female,Master's,No,2.19,90.85,No,9,1.75
6136212,Female,Doctorate,Yes,3.16,89.75,Yes,19,3.62
13793646,Female,High School,No,3.68,75.14,Yes,17,3.01
5685744,Male,Associate's,No,2.07,85.89,Yes,23,1.78
2274059,Male,Master's,Yes,2.55,93.19,No,8,2.0
15280642,Female,Master's,No,2.24,95.13,No,18,2.25
13536448,Female,Doctorate,No,3.06,83.8,No,16,2.26
15048993,Male,High School,No,3.25,95.24,Yes,18,3.51
6975286,Male,Doctorate,Yes,2.16,85.25,Yes,5,1.95
4672836,Female,Associate's,No,3.51,82.72,Yes,18,3.33
12782658,Female,High School,Yes,3.61,93.74,No,17,2.95
5794704,Male,Associate's,No,3.92,76.45,Yes,8,3.93
5700515,Male,Doctorate,No,3.62,99.6,Yes,7,3.93
12007766,Female,High School,Yes,2.65,91.46,Yes,12,3.3
13079501,Male,High School,Yes,2.02,98.46,Yes,17,1.75
13313666,Male,Associate's,No,3.02,77.93,No,6,3.25
4841555,Male,Bachelor's,Yes,2.87,81.39,No,12,3.04
5799008,Male,Master's,No,3.93,80.76,No,22,3.71
4279752,Male,Bachelor's,Yes,3.08,78.91,Yes,17,1.91
8543390,Male,Bachelor's,Yes,2.5,75.71,No,10,2.42
16372069,Male,High School,Yes,3.35,85.09,No,15,3.45
6958606,Female,Associate's,No,2.3,86.92,No,7,2.43
14964668,Male,Doctorate,No,3.31,99.3,Yes,8,3.17
12805144,Female,Master's,Yes,2.76,79.07,Yes,13,2.26
12523345,Male,Associate's,Yes,2.45,90.57,No,6,3.59
4915248,Male,Associate's,No,3.23,88.74,Yes,12,3.47
15642046,Female,Master's,No,2.76,96.34,No,7,3.36
16236146,Female,Doctorate,No,3.03,88.47,No,15,3.26
354520,Female,Bachelor's,No,2.5,93.34,Yes,23,3.49
5945789,Male,Associate's,No,3.33,79.65,Yes,17,3.66
12242086,Male,Bachelor's,No,2.18,79.83,Yes,6,2.11
14744579,Male,High School,No,3.62,90.56,No,13,3.67
14390510,Male,Associate's,Yes,2.49,75.89,Yes,19,2.37
15713828,Male,Master's,Yes,2.85,94.83,Yes,21,3.52
